No,Title,Artist,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,GENRE,KATEGORI EMOSI,Cover_url
593,Rahasia Hati,Element,75,53,54,-7,39,3:12,17,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1VizKHm_8tvOReb2LmkuwbBC-8ZxS-C56
594,Serana,For Revenge,130,71,43,-6,26,4:11,3,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1TLPq6yJxxenekAX5XHY6NQGAWaBVJ-Id
595,Jeda,For Revenge,140,61,37,-6,16,4:02,5,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1QpOSZeDOJD7z2QTPgAxuJ4H85zmAWl_v
596,Ada Selamanya,For Revenge,138,49,49,-5,11,3:30,11,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1sRFblf7HhsH1Yxo6LLpqz7XiUn9bHmEb
597,Photograph,Ed Sheeran,108,38,61,-10,20,4:19,61,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1LiSOVMjP0MuSctPe3_B3Coo84aChaxk5
598,I Wanna Be Yours,Arctic Monkeys,68,42,46,-9,48,3:03,14,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1jWwm1NujisYkJBvkE6ZQa6Rl7aI7X3xc
599,No. 1 Party Anthem,Arctic Monkeys,115,70,51,-6,60,4:03,33,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1ZxLgnndhOG9n996Jd55c8OjgNAnkijH4
600,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")",Fourtwnty,120,65,52,-6,35,4:03,36,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1bH626c0g6QQSNMl8VgKixSVejuImDHUD
601,Kursi Goyang,Fourtwnty,117,47,65,-7,37,3:51,56,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1cy-MLAtzvzX7anvbSEb46yxDzoyDV4bT
602,Kita Pasti Tua,Fourtwnty,98,24,57,-7,16,5:00,86,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1yxr-uSlmchyHTlIj7GiF7YKjZlBxIQmB
603,Aku Tenang,Fourtwnty,114,15,46,-9,17,3:50,92,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1bG70VrLava70qmTt939OnwN7Ft27ORUf
604,Fana Merah Jambu,Fourtwnty,110,55,70,-8,59,6:01,54,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1ZU4ldr5r_yuu5D8EXpz8HwHMHCzzmghv
605,golden hour,JVKE,94,59,52,-5,15,3:34,65,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1Q9Qafbt3GNMe2Ac6kdQhPP6B88PCI6gD
606,A Thousand Years,John Michael Howell,115,36,45,-9,46,3:00,87,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1IJYT8iYS24M7FItx_0OatiMiNehwlb9Q
607,this is what winter feels like,JVKE,115,51,59,-6,36,3:16,65,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1vGEhYeeTZiccLSNlfwN8q7Pha8RZ6Bk4
608,this is what autumn feels like,JVKE,79,44,24,-7,16,3:40,91,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1KeZY8IO14GbgYKKvAIynGFXaHgKvGh3q
609,her (feat. Annika Wells),JVKE,144,56,47,-5,42,2:48,92,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1KF44wnqHdTNFs4Ny16HS4Xo32r-7kVUL
610,Someone To Stay,Vancouver Sleep Clinic,109,47,44,-7,24,4:12,59,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1cpYyGyPGXJva5Hb7TC-xoxcdsyuxczJQ
611,Somewhere Only We Know,Keane,172,67,45,-4,30,3:56,6,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1sfcauR_9195aiQPIJMVeHrtkv3OKKyC3
612,Die On This Hill,SIENNA SPIRO,82,43,52,-5,25,3:37,76,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1d1Hv-3tp9bUaBHMw7KtNdExUzYnTSJjk
613,Stuck with U (with Justin Bieber),Ariana Grande,179,45,60,-7,54,3:48,22,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1Gy7h_kXe6zh_NHaevvDwYdhQ5hL9PB6l
614,It's You,Ali Gatie,96,46,73,-7,40,3:32,37,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/105VZ9G1pd7bzpu5LDMlVkF0LPLvcdgeX
615,Imagination,Shawn Mendes,90,46,64,-6,33,3:37,7,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1MfBkZWrjHZRkdmuNWox63lOQ9TuHhLuW
616,Empty Space,James Arthur,165,52,55,-5,34,3:34,22,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1FA5DfU5KYhxs5J6eAnNBo09nND7SCl0E
617,Fearless (Taylor’s Version),Taylor Swift,100,74,57,-5,43,4:04,1,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1H6t46mEBJ4pvDwM-IwnlfTmjEBfbmg3J
618,my tears ricochet,Taylor Swift,130,26,47,-11,11,4:16,81,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Z_1Qfg56Rnftw-Xi5XfO_7U1UVwXM_N3
619,All I Want,Olivia Rodrigo,78,43,38,-7,13,2:54,9,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1YB36I8n9zoiEmbd_d4e458ZugRlbrO3k
620,"I Love You, I'm Sorry",Gracie Abrams,116,41,53,-8,34,2:40,66,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1PKqZ37k7_M8RgHuQ-D6L59sF10Y6oX1B
621,mirrorball,Taylor Swift,110,41,55,-10,38,3:29,69,Pop,sad,https://lh3.googleusercontent.com/u/0/d/122QjWNmDrfxuRK1o5abZibs-zxGS8cC1
622,One Last Time,Ariana Grande,125,59,63,-5,10,3:18,9,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1CZqKjqg4qHFUPiyhkpo9hLuKgkks7p2-
623,Love Me Like You,Little Mix,106,63,78,-5,82,3:19,21,Pop,happy,https://lh3.googleusercontent.com/u/0/d/17Sf2jm7GFdQpa8jM90_oUsTbSRHUfAMa
624,Hall of Fame (feat. will.i.am),The Script,85,87,42,-4,63,3:22,7,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1tGDARLNNBacv3gdIP2slN4ocItjscx16
625,Breakeven,The Script,94,70,63,-5,49,4:23,14,Rock,angry,https://lh3.googleusercontent.com/u/0/d/15Uib7f0H3U715aMvCFULKjVOJ_WIlY9z
626,Superheroes,The Script,167,89,49,-4,64,4:05,0,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1pekD5PbTK45V5VaMi7u7FNTMWKKVvIe9
627,mejikuhibiniu,Tenxi,132,71,82,-6,23,3:16,47,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1MzUjoxQSNWPyg9TlAOK2WfCgSGiR1GG8
628,Garam & Madu (Sakit Dadaku),Tenxi,125,75,94,-6,47,3:08,37,Pop,happy,https://lh3.googleusercontent.com/u/0/d/106MmMTMvo6SZ96qMuIC_bPnbnKrjcD6F
629,Kasih Aba Aba,Naykilla,115,54,96,-6,69,2:58,30,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1mKMTN99lhDwCsyKJTLUdJ9ayzDSFPX82
630,Bintang 5,Tenxi,138,46,61,-6,49,4:19,52,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1hFZDAygTZ17Xzyz_k2eDfcr1193qDsoO
631,SENCY,dia,146,52,92,-7,77,2:33,33,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/10BxlJGCfhi0Z7I40Yk-HhEcAtQLKHTR5
632,SO ASU,Naykilla,140,55,91,-6,77,3:02,37,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1m0bTKpOdL5aL4bEReFKml49nX8AQw6AV
633,Send My Love (To Your New Lover),Adele,164,53,69,-8,57,3:45,4,Pop,sad,https://lh3.googleusercontent.com/u/0/d/13nLoGgXgoVuabNCB-LTTa8bbpQ6cqJM4
634,Someone Like You,Adele,135,32,56,-8,29,4:45,89,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1R-GChiwAkUwAnQ3rBLVDNWAuvs2rIU-z
635,Love In The Dark,Adele,110,34,33,-6,15,4:45,53,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1L0IaUyCQuQoX-DDIb_A9AcBbkQyEpkrq
636,Easy On Me,Adele,142,37,60,-8,13,3:45,58,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Cxs_QDLAA29uKrSCI27YCSxm_hCmH92Q
637,Set Fire to the Rain,Adele,108,67,60,-4,45,4:01,0,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1VRjDi_mXuUX2AL3TbZhpVy9fewm4re9R
638,Skyfall,Adele,76,55,35,-7,8,4:49,42,Pop,sad,https://lh3.googleusercontent.com/u/0/d/13XhEMWQVIVGdgwHkT-LWPJBQfw6liRdT
639,Last Friday Night (T.G.I.F.),Katy Perry,126,81,65,-4,73,3:50,0,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1IkP6Jv0hmWTrtIznIEP-BER5LNibarA6
640,Hot N Cold,Katy Perry,132,84,71,-4,86,3:40,0,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1OO23T6TDyDu22dgmrTahfHnMnBSc4aP4
641,Dark Horse,Katy Perry,132,59,65,-6,35,3:35,0,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1PUJpYfQEB7sELcptpxSWT8tZ6JvhEQZn
642,Payphone,Maroon 5,110,75,74,-5,55,3:45,2,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1xkb7JTqVDl_-jR_-HcXNddjtXpca07kD
643,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,101,75,89,-3,87,3:42,6,Electronic,happy,https://lh3.googleusercontent.com/u/0/d/1566GNpk0QLzGQuYg3WhkV298hfvgI8Wm
644,Locked Away (feat. Adam Levine),R. City,118,67,51,-6,55,3:46,30,Reggae,relaxed,https://lh3.googleusercontent.com/u/0/d/16kH6K5th6hrOsYgSn9QSGV2qERp9TuH3
645,Animals,Maroon 5,190,74,28,-6,33,3:49,0,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1QqLB_zPZakMv-NqngOjAtxfHfU-F1LbL
646,Cigarettes,Maroon 5,165,69,59,-6,50,2:24,4,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1YZrnvvoqHrCk5wHJ4PEqmKfgIkHz4j_p
647,Closer (with Marshmello),Maroon 5,125,87,71,-4,50,2:35,1,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1uu1yJQ7xbdF0Nv78ts40Z5DexyA1Ci8t
648,Side To Side,Ariana Grande,159,74,65,-6,61,3:46,5,Pop,happy,https://lh3.googleusercontent.com/u/0/d/16jLpMk5C6u8ZBcHAyuiRZsaTlluMUzS0
649,Atlantis,Seafret,166,48,40,-8,21,3:48,5,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1kQ6pO9w9Z7Qn3KYrEsgYOrusC91VGLTo
650,Forever Young,Alphaville,137,48,49,-9,33,3:47,42,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1bAJobAH5n8Okfo9-vUKGSdFK_CN6-9HT
651,Sweater Weather,The Neighbourhood,124,81,61,-3,40,4:00,5,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1AWFUYZsBG1Lu7Y7JZyvA9_8OnwzwS3tk
652,Wonderwall - Remastered,Oasis,174,90,38,-4,47,4:18,0,Rock,happy,https://lh3.googleusercontent.com/u/0/d/16OFY7sLPWVzFegX3VbV6KeTDtcEsxFL8
653,Those Eyes,New West,120,35,59,-8,25,3:40,71,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1aYyL9MpSXEVZrXRPxVYrMRhlRNlwQLtt
654,Mind Over Matter,Young the Giant,155,76,47,-4,29,4:04,0,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1X-68cg2DPt-gZQXJ8BuenRFFjJU9pkVP
655,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,180,44,26,-7,10,3:59,10,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1oby9_OcgbxAEh8q1_seAlIzyi5De7i4Z
656,Anchor,Novo Amor,117,41,46,-11,13,4:16,81,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1hybpYyLn2DOuaTMFsb_bqGTjWwCUA3iV
657,I Love You So,The Walters,76,65,57,-5,47,2:40,58,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1_9JauI5YD2Uu8QDDhBnpT-eTqfMCsRuC
658,SNAP,Rosa Linn,170,64,56,-8,53,3:09,11,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1yNO1t-41wdbicxwiEkVW3JlN_HPEucwJ
659,Let Her Go,Passenger,76,54,45,-7,22,4:15,36,Folk,sad,https://lh3.googleusercontent.com/u/0/d/1Caerh4Mq8hcKcob7swB74nqjcJcBIwxF
660,State Lines,Novo Amor,137,31,51,-11,15,3:25,96,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1Lu1GysYXMCsAgCdKPDEd2PdE9XnF-47A
661,Riptide,Vance Joy,102,73,48,-7,48,3:24,44,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1IS11HgSkcBHrD7dFPrp1dmani4oqhPsl
662,Coastline,Hollow Coves,100,50,67,-11,43,3:54,63,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1xTa0U_IMQrwKSCaCObj5cw8lGTFu6swG
663,Stereo Love,Edward Maya,127,78,78,-5,36,4:09,3,Electronic,happy,https://lh3.googleusercontent.com/u/0/d/1ex32snBlaS4aMxY4T9oe9DsjAlrxVWYZ
664,On The Floor,Jennifer Lopez,130,78,73,-5,57,4:44,11,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1m0WLAJJAGnQzrIsiKSLBFJ_OFTL1n45_
665,Castle on the Hill,Ed Sheeran,135,83,46,-5,47,4:22,2,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1Xt_ldtbiL2In-UyiZfoTcfv6ohA8V9Uw
666,The Only Exception,Paramore,138,56,45,-7,21,4:27,14,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/13pNUbNk-5l6u0hXgfijSqsRSWe-dac4b
667,Sanctuary,Joji,168,64,55,-7,33,3:01,39,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1V4-hMayWQBm2qkfIBZxLUjvBxKEyipgV
668,Glimpse of Us,Joji,170,29,44,-10,27,3:53,90,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1-M82ya4VElqdWiwKrl8cFT_ipmMpzjrM
669,Somebody Else,The 1975,101,79,62,-6,46,5:47,20,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/1AkR4CKNWZi2UhDDNppqlQFrnsf2UmHN9
670,Sembilu,Ella,114,54,58,-10,13,5:20,54,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Ut6RihJ-YJTAzFMjA-m9Gm9wiDO8rDV2
671,Tertawan Hati,Awdella,128,43,32,-6,24,4:00,66,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1IzXAVtLFi5tvMX9Xc2lrg4-bj3SSWIcZ
672,Klebus,Denny Caknan,124,57,46,-5,26,5:01,26,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1yvsTtvq9AptU0u20cArds5nSw4nUBEal
673,Teteg Ati,Denny Caknan,125,64,40,-5,31,7:00,25,Pop Jawa,relaxed,https://lh3.googleusercontent.com/u/0/d/1IgRY1XAyLLLzmeyl5FJ3FoZ3TZ8XpUwO
674,Kukira Kau Rumah,Amigdala,90,28,64,-15,60,3:26,94,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1YHFCoTWgMaF8-YfqB0cu2-UI5rVIpOxQ
675,Terpikat Senyummu,Idgitaf,77,44,61,-8,47,3:07,81,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1PVsAB_YBsnjQ1h02g0WZi2wvmlB1Jvc9
676,Sedia Aku Sebelum Hujan,Idgitaf,144,65,54,-5,61,3:53,42,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/14ZKsfW5nc71Nu50ITtkoam3Wxz1pheXp
677,Hujan,Utopia,145,81,65,-7,64,3:56,9,Rock,happy,https://lh3.googleusercontent.com/u/0/d/179MvkOjFFpUfr6QmVNsBCUaehmmeQnR9
678,8 Letters,Why Don't We,89,48,61,-6,26,3:12,65,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1Jrbk45kLL2iRvEUmFU-KpyDQRH89OY55
679,Intel Inside,Dethron,122,87,44,-3,10,3:42,0,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/12Bs-iKfMAJ-pDNApiwrtvUMV-bokr5W7
680,Somebody To You,The Vamps,172,82,53,-6,90,3:05,6,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1JB7ttCbNLaHF3ozzoWJQxnZrFomEj2xn
681,Patience,Take That,176,78,31,-4,37,3:23,14,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1gDBBt4Wa62sHnHMaoFEvnZEHBJ2z9HWi
682,Best Day Of My Life,American Authors,100,90,67,-2,54,3:15,6,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1N2ZUnO6ELRjwvW8NGRnHOoh53yvABvk0
683,Attention,Charlie Puth,100,61,78,-5,80,3:32,11,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1qKpAgCgNzjQ2rZBeZqHpbjq_HcPszMLq
684,See You Again (feat. Charlie Puth),Wiz Khalifa,80,48,69,-8,28,3:49,37,Hip-Hop,sad,https://lh3.googleusercontent.com/u/0/d/1gBt4g8qPcMAM3KA7GuqfiujRjRph3l8h
685,One Call Away,Charlie Puth,91,61,67,-5,47,3:12,40,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/10MEKfe2nsrsCCP9UgvvNoDwL94bi6Oez
686,Cheating on You,Charlie Puth,123,54,75,-7,60,3:16,1,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1uqMYJDte21vBwRfSAgAS64lAV-j5Sc_C
687,Merindukanmu,D’MASIV,84,40,45,-7,9,4:25,27,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1tgn5DcBK_ajq_RuBwMlC9IS1HMIA9ZZd
688,Karena Kamu,Geisha,124,71,61,-6,71,4:00,17,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1hixljt176wJnfhb_wSfdBQYh8ckrnJol
689,Usik,Feby Putri,182,44,21,-11,9,5:11,78,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1SUPqqSuTsrZOgr30Bb_BUm8vjMNq8KyJ
690,Muak,Aruma,83,32,27,-11,19,4:23,77,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1ugO4USpfMpbFZHO1qWULKFtqd0YWvwKB
691,Halu,Feby Putri,87,25,26,-15,10,4:25,87,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1lSj8hjesQ5w8f2iezDFEztynstDohAYU
692,Runtuh,Feby Putri,128,29,59,-13,19,3:44,88,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1YrMFycCrOY_XykZA5LyqklCMGm1kCH6K
693,Walau Berantakan - Special Live Session,Prince Husein,97,28,61,-10,32,3:37,77,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1CzXA3dgdqCkraB57Fcqf05DUuh3eQPeb
694,Sewindu,Tulus,92,49,62,-10,48,3:58,84,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1mUCy1zc8_HT7zSfRuNSqRlQ1b4EJ2txV
695,Rasah Nyangkem,Ndarboy Genk,130,77,68,-6,67,4:48,36,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1LY64fw2TkBOCV0-F41qSWmrT6zghBNLG
696,Rasah Nyangkem 2,Eny Sagita,120,61,77,-5,78,4:48,57,Dangdut,sad,https://lh3.googleusercontent.com/u/0/d/1bINoSqDsoFZuY0osWQnk9dz5cQXEuJ3y
697,Berisik,Dere,92,34,76,-11,43,3:29,72,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/12YeBIpBwstSnsHcVy_jlzHVLcBDOwp8v
698,"Bernaung - From ""Setetes Embun Cinta Niyala""",Feby Putri,97,25,34,-13,33,3:18,96,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/18CCThWecZN2GGQ8VAvZOFbRt8N2VDSA8
699,1000X,Ghea Indrawari,105,63,63,-8,36,4:10,60,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1Im0nF7Hg194MaMiilaG7TBEIK1El-Ori
700,Januari,Glenn Fredly,122,61,59,-7,28,3:52,0,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1HaUxuxLpL3VdIOLHHlS-zkUjrUH7pcID
701,Kasih Putih,Yovie Widianto,124,30,44,-12,24,3:57,82,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1rJJCSrUFFx3jteV9hr9AnxIqhcVa3WmN
702,Atas Nama Cinta,Rossa,91,40,35,-7,14,4:03,87,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1sZDP2N3WtjBJkVIanGXuGGE-91eEsrPi
703,Peak of Love,Aldi Haqq,74,25,55,-12,30,4:02,31,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1QVqA0vs0A3GY40YRwHfnk_jICOlql8_v
704,cool enough for you,Skyline,75,54,37,-6,21,3:21,29,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1aPgh2okdVgYxvnqxZQs0evpjY9RnfieO
705,Bunga Maaf,The Lantis,158,53,47,-7,30,4:12,79,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1vtbe9yevuxp0U6w3PlsQe9LFb2eyhfbq
706,A Sorrowful Reunion,Reality Club,108,26,53,-12,21,4:19,95,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1XHf0og4fuln558Zc3aPNo97ByEZU4YUE
707,Ruang Baru,Barsena Bestandhi,105,16,47,-10,30,3:58,96,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1MqEoO0YKtSjU8x8ev14REtg9oflM1bGb
708,Di Ambang Karam,Amigdala,100,40,59,-13,28,4:34,93,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1ZK0UD8bV2KolEPRrllY2z2i5QjrUXpfe
709,Waking Up Together With You,Ardhito Pramono,176,66,38,-7,45,2:58,23,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1nAYDrr9FI9QAmz4-gW-TVf_w7Dk9DvUi
710,Lihat Kebunku (Taman Bunga),Aku Jeje,118,27,49,-12,39,3:14,82,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1F0TigCHL2I0nFEPsWPwLdfTOxdtNmKyH
711,Rehat,Kunto Aji,70,25,32,-13,7,5:53,85,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1329sQmGFbzgwRC3gQ-nHJ_GGlUy41cMe
712,Mata Air,Hindia,108,93,68,-5,61,3:46,1,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1jB6rLmChYSMrCaSuuZfJB_2jX94fH0sC
713,Self Aware,Temper City,162,64,61,-4,40,3:00,17,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1v98LTtiShF_g2upY9vtANOM6a0N2ZKH6
714,Voor Dilan #III: Dulu Kita Masih Remaja - 2018 Remaster,The Panasdalam Bank,88,57,48,-10,13,3:13,45,Hip-Hop,relaxed,https://lh3.googleusercontent.com/u/0/d/1_KFwD-mGRas07V3mqeRJqDD0fmeAI1hZ
715,Cinta Luar Biasa,Andmesh,136,24,59,-12,31,4:15,83,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1eOYUDVXv-puLvNnBdVhVbcIvpE48yQQH
716,Anugerah Terindah,Andmesh,110,34,59,-8,21,4:42,75,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/10aejy1l63a7n12s7YYFoUTwzGuBP6L8H
717,Andaikan Kau Datang,Andmesh,85,13,32,-13,32,4:19,94,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Zk51AD-bN3-gGsoC5MAGpW94kAFGkEIo
718,Segalanya Itu Kamu,David Bayu,146,41,63,-8,49,3:55,34,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1L1BA1l9g6_mwy_NQP3AJPUsdzNkf1ffI
719,Lampu Merah,The Lantis,115,71,62,-6,51,4:51,7,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1oTiTTBHhsd24XexMy7rs5Fs8Ved1c_0o
720,Halo Jakarta,The Lantis,130,91,55,-6,60,4:29,4,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1YRlkbG7c_6MZZcKZqH-SczFHN4XNlp9V
721,Tunggu Apa Lagi,Paul Aro,125,65,66,-4,54,3:39,51,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1YCYGPnQuT6hH-GAV8wxCA277bESj6409
722,Tak Ada Yang Sepertimu,Rony Parulian,176,71,51,-5,84,3:12,16,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1oiNS-QWoD5XEJw3hYfevDzuT3WI1CNuA
723,Terlalu Cinta,Yovie Widianto,119,47,36,-7,40,4:19,84,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1FwW7s2rWNXnJVvi60K-fo8KcXzZXgqtE
724,THANK YOU 4 LOVIN' ME,Paul Partohap,83,22,62,-11,22,4:29,78,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1qt84QlvZ9FK0hlaiiIOPPd56lyKLsLse
725,BEAUTiFUL,Paul Partohap,120,39,52,-8,20,3:31,14,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1BuoLcKBILNrN5DZrZAlcfUMuRrX3Rjlv
726,Terpukau,Astrid,130,23,51,-15,15,4:13,36,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1pCitSQ0KgV6R19vgMKQXHokPNCyRclH9
727,Mendua,Astrid,136,40,50,-5,27,4:10,19,Pop,sad,https://lh3.googleusercontent.com/u/0/d/19CmQoWVHvnHlZ5CCjE_8T09Q3MYBzYl1
728,Lumpuhkan Ingatanku,Geisha,124,33,56,-7,22,4:19,84,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1GYg-RYYidxjn1IUBCvwgCOlMh3cPOLyG
729,Seberapa Pantas,Sheila On 7,163,89,43,-6,64,4:07,7,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1oCq-33deizHEyt6hVssiHEN1kGfgdks-
730,Cari Pacar Lagi,ST12,118,63,69,-5,92,3:34,30,Pop Melayu,relaxed,https://lh3.googleusercontent.com/u/0/d/183UWSdxM4oe4ussrFPKtojBt1IKqbsZ6
731,Lelaki Cadangan,T2,112,76,75,-6,51,4:50,39,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1Iimtw4F-yEBlVWtIci_R23bPEbyEbCIU
732,Sempurna,Andra & The Backbone,115,32,36,-10,38,4:26,73,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/16lWnAYKczLgqmHc8NwGVrHXJsRja14I5
733,Sempurnanya Aku,NPD,114,84,73,-4,85,3:49,16,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1oL5j7rwsAbc4OkQPZVNrQPw8xUM-L9vX
734,bergema sampai selamanya,Nadhif Basalamah,160,51,26,-6,21,3:18,76,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1aQZ1-rvmJbfQn2mtSoKQDRVK1xj4wRSH
