No,Title,Artist,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,GENRE,KATEGORI EMOSI,Cover_url
143,Who,LAUV,142,34,63,-8,10,3:00,56,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Rhtat6sD7nP-bSLuMd8z8VqKjyaWDsYT
144,Monokrom,Tulus,88,46,53,-9,52,3:38,57,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1AzKDDVPcO8UYpEWBY9VAdvZPtHtzAUqu
145,Locked out of Heaven,Bruno Mars,144,70,73,-4,87,3:54,5,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1s9iYV8pRDrmHZidfC5f5ow4ODF-eeWTZ
146,Lintang Sewengi,Ndarboy Genk,132,79,58,-4,41,5:40,49,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1mkZI29Yw979Cc6EVgU6Q0UEWSj7JLKUS
147,That’s So True,Gracie Abrams,109,81,55,-4,37,2:46,21,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1yc_6dl9gHZyRDwJnfHeY885HSgIGK_9X
148,Risalah Hati,Pamungkas,74,47,51,-10,32,5:01,74,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1Jp4QIaTBomLLC_cY7x7DGeRoVYXHmCdV
149,Korban Janji,Guyon Waton,125,55,72,-7,72,4:15,71,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1z0Enli78tKWdYSgg2N8q4KB0A5B_O6ke
150,lovely (with Khalid),Billie Eilish,115,30,35,-10,12,3:20,93,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1lSOJZMU1ajTZUIdN1K526xGAermFt5Hv
151,Mantra Cinta,Rizky Febian,105,68,73,-8,69,3:45,4,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1fdadJoHNKMTywJtQDJvIDQxa2X377RkB
152,HAHAHA,Juicy Luicy,173,23,39,-9,53,3:14,80,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1dB2C7MCx9f77-IHvzh5MtIm1iC2wORr8
153,Mess It Up,Gracie Abrams,133,58,77,-5,36,2:52,25,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/1q-rzUXAHfSWwJ1kCAubeByFA0Z3d0tcQ
154,It Will Rain,Bruno Mars,150,84,58,-7,48,4:15,34,R&B,angry,https://lh3.googleusercontent.com/u/0/d/1me5ObddXZMX5rYCXbqM6Wa5hEN4OIzSn
155,drunk text,Henry Moodie,95,49,61,-5,18,3:11,7,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1lBLl1G5_dJAM4PdnEXDCE4bbX1CyjfNZ
156,Tak Di Tanganku,Juicy Luicy,168,46,46,-8,59,3:55,44,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1r5uresf0jHDgD-G3V6-mUHzgu7fro5WU
157,obsessed,Olivia Rodrigo,120,58,68,-5,63,2:50,2,Rock,sad,https://lh3.googleusercontent.com/u/0/d/15Dp_vN0SeA9gd3jP0U95HVpHIOU52EN0
158,Mawar Jingga,Juicy Luicy,98,18,72,-12,38,3:31,60,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1aFDtBBlraOg065_NnHNMOL66FBdmRh37
159,Lantas,Juicy Luicy,86,31,59,-8,55,3:54,79,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1ewLKCbVpam3a6DufjyC_0utPzAagN-EP
160,LDR (Langgeng Dayaning Rasa),Denny Caknan,125,59,58,-6,26,3:46,59,Pop Jawa,relaxed,https://lh3.googleusercontent.com/u/0/d/1xZs4HgUIUECYVp1P8wnbi1yGOqjacubq
161,Seek & Destroy,SZA,152,65,65,-5,35,3:25,44,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1UxjbKASxs19NN9dbTmkZUOMToL3ANyUP
162,"Bulan Bintang, Garis Menyilang",Wijaya 80,135,52,34,-6,10,5:32,39,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1qO6DxTZI5WRSzFtFfEe7l5q9JvZd9JXH
163,Bintang Di Surga,Noah,150,77,43,-8,29,5:01,2,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1dZot7GwWcZknRdC7nurYvY4SnVny6G-5
164,Stasiun Balapan,Didi Kempot,137,63,64,-8,96,3:56,71,Dangdut,sad,https://lh3.googleusercontent.com/u/0/d/1nisXsfTA_VJNEehF2cUChhOBrk3Hp8MV
165,Starboy,The Weeknd,186,59,68,-7,49,3:50,14,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1e1iSr7dkYQfmjZWVbqqUQAwvh1P1rgzz
166,Juno,Sabrina Carpenter,131,73,63,-4,64,3:43,5,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1S0D4tm56LpDPvCXpYGWebaMkPnTzBiWO
167,Ambyar Mak Pyar,Ndarboy Genk,126,82,70,-6,84,4:42,11,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1VdU68uGYPaJpfPJbhg8FFzKRQO0tQLOf
168,But Daddy I Love Him,Taylor Swift,80,72,52,-8,44,5:44,38,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/16CydEioWy7j3NXTI8hbRlkorIBD0DRHP
169,"Untungnya, Hidup Harus Tetap Berjalan",Bernadya,85,61,50,-9,30,3:02,61,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1X-X7a5tShoe98LCgVVGCCOVPPtS-NUPK
170,Disarankan di Bandung,Dongker,117,53,56,-9,65,2:32,1,Pop Indo,angry,https://lh3.googleusercontent.com/u/0/d/1gqnyXrx49RwcsMPdRH9KCDYt9k_vc5vz
171,Free Now,Gracie Abrams,150,39,56,-9,34,3:34,41,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1BtBM-7QiPk2_HZ7swBaKqfXmrPZ1TQ1x
172,Story of My Life,One Direction,121,66,60,-6,29,4:07,23,Pop,sad,https://lh3.googleusercontent.com/u/0/d/12ywkIP8odU4iHxMhtobFCnMUtbyICjDV
173,Gak Pernah Cukup,Denny Caknan,128,64,63,-6,38,5:09,16,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1VMqxNqGVZV0gj1IQvlcqVCPO2D0li8Zd
174,Kangen,Dewa 19,134,78,62,-6,84,4:59,4,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1wDYbfkdvE7HIlCaWJNZDCRvCEgGzUXa7
175,Ditinggal Rabi,NDX A.K.A.,141,76,71,-7,71,4:34,62,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1te1QPG2KTGPQJ98nxdzvBog21s1DUKhm
176,STAY (with Justin Bieber),The Kid LAROI,170,76,59,-5,48,2:19,4,Hip-Hop,angry,https://lh3.googleusercontent.com/u/0/d/1sZORXEr_5onHz2_0sfV7V4NOopkAYXMn
177,Sampingan,Hopeplus,133,82,78,-4,75,3:52,32,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1jYpgvRDrBFSoFzlJJMV3tveaVZL50HFE
178,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,100,65,60,-7,15,3:54,5,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1cuM9BriwkvBSmzPdoFPvzXZq6y0RWxTI
179,Ghost,Justin Bieber,154,74,60,-6,44,2:33,19,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1a1aato7jzpI3PXFtLYP1PLYGuzB0Ytgr
180,Bed Chem,Sabrina Carpenter,95,73,74,-6,68,2:51,7,Pop,happy,https://lh3.googleusercontent.com/u/0/d/13eEyxpfaz_PuAZ04PDhCsjRL3Mpxx8YG
181,Clocks,Coldplay,131,75,58,-7,26,5:08,60,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1bIVr2x1ctHc-o0uktjeKaSz56YjAjf2P
182,Cruel Summer,Taylor Swift,170,70,55,-6,56,2:30,12,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Zi58-yVkvHdhIezCZt0vvY_WXoA0kw1P
183,Satu Bulan,Bernadya,86,30,44,-10,24,3:29,94,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1JgHhD7oKJRZCI8ypmtJ3FzbChhH_7fl6
184,Blind,SZA,114,28,46,-12,60,2:30,91,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1yXOE5hIwxgBbtW1vK-RW0Cqg1MLOTyRz
185,ILYSB,LANY,100,62,64,-7,39,3:31,47,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/17KbwdzJ5tC6SDrBH2vN79q4nBgCowByF
186,you!,LANY,94,64,50,-8,28,4:34,1,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/106QtsPaMnkIs7iyh6vIbbZiCX15DKHWk
187,Bojoku Ketikung,NDX A.K.A.,160,87,56,-5,94,4:44,31,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1ZkNFsKYhbgLhKJKQUtXAlwJHftm-NEOP
188,L,Halstage,153,36,65,-7,48,3:41,83,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1eidaVuYoaTBcUx6HhYdRuec0Qc2Mdq54
189,Film Favorit,Sheila On 7,180,80,53,-5,63,3:46,1,Rock,happy,https://lh3.googleusercontent.com/u/0/d/10vJkVWvoy-YPJaB4smgDUoztXmhSWw_v
190,Heartless,The Weeknd,170,75,54,-6,25,3:14,2,R&B,angry,https://lh3.googleusercontent.com/u/0/d/1p71KiHIKzHfUEHYe0gPIcvYfpO2JOJeY
191,Die With A Smile,Lady Gaga,158,59,52,-8,54,4:11,31,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1iGhAlHhACstwNpu6pSnk4pv0Dv5xJ7lN
192,Talking to the Moon,Bruno Mars,146,59,50,-5,8,3:34,51,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1Asl6y8N2qdSqVLWlJef9ahmBhCQLUXGn
193,Sewu Kuto,Didi Kempot,135,23,55,-18,56,4:17,67,Dangdut,sad,https://lh3.googleusercontent.com/u/0/d/1AnCAddUvGAawK3pDV-RBUyjf4n34He6H
194,when the party's over,Billie Eilish,83,11,37,-14,20,3:13,98,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1u_LtLZLCxmeBqGMkfsjVs3lqD6RHuJpI
195,I Like Me Better,LAUV,92,51,75,-8,42,3:17,53,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1rik5uP7ivDlyb9QidytXjRR_MBd83CsI
196,I Love You 3000,Stephanie Poetri,90,38,65,-8,40,3:28,91,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/17w1eWp5qW_3oC7ZJOktzl4L-HiUfLESp
197,Sephia,Sheila On 7,186,53,40,-9,17,4:51,37,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1U27rP1837rCQbK7iYp99DpUlCJTib1nG
198,Tattoos Together,LAUV,123,40,86,-7,61,3:06,1,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1f0Qh1-pceehxjdDplgK30W_oX0Z1wVWJ
199,Diri,Tulus,96,29,58,-9,49,4:03,84,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1L8L0LpPUe3vYFhGD46gVUu894ehWOaLK
200,Apapun Yang Terjadi,Hindia,94,48,79,-8,69,3:49,4,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/19h3bHAIWfWeyeDk5P2pVQjp7l_CELMqx
201,The Hills,The Weeknd,113,56,59,-7,14,4:02,7,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1b5xsACWoeTcyE3tb9XcqZbSoqSBjtLOk
202,Blank Space,Taylor Swift,96,70,76,-5,57,3:57,10,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1lf01qgH6epwOo2tfPcBY1j4NYiSf54Mw
203,Blank Space (Taylor's Version),Taylor Swift,96,72,73,-5,71,3:57,9,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1xg_UCNFLIWobkSTm3AING8LsmmMfzE9m
204,Satru,Denny Caknan,130,73,60,-4,44,5:32,25,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1740Am0BuU7JE76pKYEQW8Is2ww4OrCka
205,Jangan Cintai Aku Apa Adanya,Tulus,84,34,49,-10,38,3:42,91,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1fuOiRFu9LgGUTNDmyLUwBePC-l_Jdvah
206,Menyesal,Yovie Widianto,106,22,36,-12,21,3:20,92,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1eQFW7K_jOo_sh8tO7-f-0mPgFlqnzY7r
207,Delicate,Taylor Swift,95,40,75,-10,5,3:52,22,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1WQkuWjYxNSoy0dq3XxHtZS9ALLEkNRfv
208,Separuh Aku,Noah,150,75,55,-5,72,4:26,10,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1wmNkb3jY0WT_Ud7NADXFjstkrUS6xkRS
209,willow,Taylor Swift,81,57,39,-9,53,3:34,83,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1_vnrabVbSrEptRGGMdV40GVcWSaHmGSz
210,Tega,Tiara Andini,136,14,43,-10,20,4:35,87,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1PFRMvMptNGHPjhUXcvIn3Ip8G28T_wLJ
211,Kepada Hati,Cakra Khan,136,44,33,-8,20,4:24,56,R&B,sad,https://lh3.googleusercontent.com/u/0/d/19EfA_cpJc-S12fElPbzK_dkxi1dnQl2d
212,Tampar,Juicy Luicy,170,38,46,-9,43,3:22,65,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1CGJdfNoi1SYaMvV1MI4mNIo15Yjjah3M
213,Taste,Sabrina Carpenter,113,91,67,-4,72,2:37,10,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1MOGYuxxBAYs1TcvL1mAvf5dTA-rYzUPz
214,logical,Olivia Rodrigo,81,24,48,-8,15,3:51,84,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1WXeptALyTzIN081nvskjtlihIfpB4XNr
215,penjaga hati,Nadhif Basalamah,156,36,51,-9,33,4:20,88,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/17bcbS4XBVf_S6Xsvxu5Uk088kXTjnLRt
216,Cinnamon Girl,Lana Del Rey,92,34,29,-11,14,5:00,81,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1AKEuewr3IBB_-GpMSxbhrQNv3GEofkaS
217,I Love You but I'm Letting Go,Pamungkas,79,32,34,-9,13,3:40,97,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1A0JgVv18CvRc-hSP2TBciL63lguSx1BS
218,24K Magic,Bruno Mars,107,80,82,-4,63,3:46,3,R&B,happy,https://lh3.googleusercontent.com/u/0/d/17dAVpj6rdDur65If29z_x0odrjeZ2zBk
219,Seneng,Happy Asmara,130,67,75,-8,52,5:27,37,Pop Jawa,relaxed,https://lh3.googleusercontent.com/u/0/d/1f5bx2EaoSXd0L4-41cc0JtwGLb-s-CNs
220,idontwannabeyouanymore,Billie Eilish,170,41,48,-8,25,3:24,74,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1_vEmiVpQg9Y3u6fyqvdiMSGEB2lv3qHp
221,Lama-Lama,Bernadya,68,54,31,-9,18,3:04,82,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1Fr57rFEhYcspUfvBG1YHMhAW4yF0dWCQ
222,us. (feat. Taylor Swift),Gracie Abrams,102,55,53,-6,39,4:02,50,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1EXmMAlqOWWbH0mQaGla9XiGV18ncfTtN
223,Besok kita pergi makan,Sal Priadi,105,27,63,-11,31,3:31,81,Folk,relaxed,https://lh3.googleusercontent.com/u/0/d/1r0JZxNgFkM04MuSqgifvANguJfdVDR3D
224,Roman Picisan,Dewa 19,160,79,54,-6,61,4:05,1,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1vz0z6uA6xfCnwL6-HPL_-N8uRe4gia_Z
225,Yang Terdalam,Noah,138,49,62,-9,55,3:17,14,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1yhenf4MyHRyVvu7uzti1YsPJ3Cv3LRQh
226,Amelie,Gracie Abrams,122,25,51,-12,36,4:16,89,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1FkCfRn3zmGpbmkD4JfyPJiPBaCr0meRq
227,bad idea right?,Olivia Rodrigo,130,88,63,-4,81,3:04,0,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1ZukFdVn_9pRhBnuHpK8AEfggc2U77v82
228,Guilty as Sin?,Taylor Swift,95,43,63,-8,49,4:14,61,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1i6TgrDJ7a744CmOIaOpqnoT0wq-hUYHb
229,Down Bad,Taylor Swift,160,37,54,-10,17,4:25,56,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1DCJklB06FrmDfw7FlxR0_f732Y5wdaJN/
230,Cuek,Rizky Febian,85,69,51,-8,44,4:20,43,Pop,sad,https://lh3.googleusercontent.com/u/0/d/118KvT6Qo5EmBXC8SFQaVTFwZ2_XmAUHH
231,Banyu Langit,Didi Kempot,141,71,53,-7,70,4:58,59,Dangdut,sad,https://lh3.googleusercontent.com/u/0/d/1tcwsxW6ChqPYNhWSlAmBSYVnkvOudPTF
232,Jalan Pulang,Yura Yunita,158,23,52,-11,37,3:37,96,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1fZUBkxyZpr7d179X0HHMzMcl3wsIkK8O
233,Die For You (with Ariana Grande) - Remix,The Weeknd,67,52,56,-7,49,3:52,27,R&B,sad,https://lh3.googleusercontent.com/u/0/d/16jcKUOuwf4645DPGbjEMUpl-1Fz5UKT0
234,SKINNY,Billie Eilish,70,25,25,-14,4,3:39,69,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1O-OK1Q8s4hFdvuuJ9kPxnsU0z8d_1-s8
235,making the bed,Olivia Rodrigo ,133,41,55,-8,25,3:19,39,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1KUiE9Iy8x8aBLug-1i3jNa_hCP9By9_U
236,LUNCH,Billie Eilish,125,40,89,-8,95,2:59,5,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1DgWacnDP7BAHNMNZEMDMUtBbcyG8O35u
237,Wong Sepele,Ndarboy Genk,120,80,65,-4,51,5:23,65,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1ZN9wNosHccGWnHhb6WQzZclp597csW1T
238,Raiso Dadi Siji,OMWAWES,125,49,69,-12,60,4:21,38,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1toMrYH4npA95_JpA2GavGOo5qc89Y9bk
239,Rasah Bali,Lavora,125,52,61,-10,52,4:50,74,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/18vY0JJn_vkp1Bt6P_kpf9UqOGKywti80
240,Nresnani,Lavora,123,57,56,-8,57,4:21,66,Pop Jawa,relaxed,https://lh3.googleusercontent.com/u/0/d/12_EBW-_14XnSIaPYHa06kY3zupNnTrPr
241,Setengah Tahun Ini,Hindia,88,70,55,-7,49,4:20,22,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1MD1quLMqhI4q8YManDdkdYd_IdA72v4p
242,sebuah tarian yang tak kunjung selesai,Nadin Amizah,135,20,58,-12,17,5:29,94,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1zcYF4G6O-XoMOfvHgN_dyGQ9WY7p3TEb
243,Sugeng Dalu,Denny Caknan,130,73,63,-5,69,5:18,32,Pop Jawa,happy,https://lh3.googleusercontent.com/u/0/d/1nYBE3gf7KkzhJVe4g3rnaY8gHb7EUwbN
244,Feelings,LAUV,103,39,70,-9,24,3:09,6,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1LzsILsKwB6srfbyXx0OUUaq6k7R2xREd
245,Secukupnya,Hindia,102,80,73,-5,93,3:25,19,Pop Indo,angry,https://lh3.googleusercontent.com/u/0/d/1mzlELH0Tx7dyuL8RyeMy1WOT7yzG7tUL
246,Alonica,LANY,128,40,60,-10,34,3:57,68,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1xcW6qx9Zcv8WNqcrRxsu6CCTt3rpbgjX
247,Modern Loneliness,LAUV,82,51,70,-7,15,4:12,14,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1fMZBQJAEA03TCIkCNl0k7b1qNML_Q_Dm
248,"Berdansalah, Karir Ini Tak Ada Artinya",Hindia,125,82,67,-6,76,3:44,0,Pop Indo,angry,https://lh3.googleusercontent.com/u/0/d/1oyneDUHVzTMsyeLPwIFMI0JA7oS2IJ9O
249,Tarot,.Feast,115,75,58,-5,47,3:57,2,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1_mdpt4nXBOXgynFncb0bqbYnH9GUWti5
250,Ginio,Happy Asmara,141,61,41,-7,39,5:34,41,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1T_iZx6FXtTcIcvfp-TcX09fn7RPUJAr1
251,get him back!,Olivia Rodrigo,162,85,55,-6,73,3:31,1,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1LpBwZCZ4V4NZPuKXyWdOrQhtXy6XNK8q
252,Love U Like That,LAUV,95,67,71,-4,24,3:32,9,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1vDSQw9l1jpApWA-x0Hd7VnotsOAy0Lv4
253,skinny dipping,Sabrina Carpenter,122,54,45,-9,43,2:58,26,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1cKDhQ_4-Ku8vlijU0pDMu6--KP7PZ-Yf
254,Merasa Indah,Tiara Andini,123,42,39,-11,35,3:31,77,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1pYJkFh7-v_W0pgEWIANEievv-9UFyRj2
255,Doin' Time,Lana Del Rey,145,56,64,-11,52,3:19,40,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/17TEtWwZ7xdNHrv7TtUWp_-g5iJBtxt7e
256,Uptown Funk (feat. Bruno Mars),Mark Ronson,115,61,86,-7,93,4:30,1,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1DSkLidkTULOZUBNFx-hVeQN7gB3K7elG
257,Slim Pickins,Sabrina Carpenter,100,54,62,-9,31,2:31,29,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1EqkFEnolEcx1lp8zx-m9G1CXrwl48JNu
258,I know it won't work,Gracie Abrams,120,58,65,-9,47,4:01,54,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1xswiEWs_qjUPzuO89fW76mH3FSB6-UsC
259,Steal My Girl,One Direction,77,77,54,-6,55,4:16,0,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1-BC7w5NWFVx481wICrdsRt5ncd7JSB92
260,Terminal Giwangan,NDX A.K.A.,137,76,71,-7,87,3:25,32,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1OFN95cmBPI211pq1unqmMI1bZXeB2M65
261,Sadar Posisi,Royal Music,127,53,43,-9,34,4:16,50,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1ERioIpXZVM4_Xiw1EvBEO_GPmVlMmZwp
262,Mean It,LAUV,96,45,75,-9,33,3:52,4,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1y3gvHlwuWSuKH3gLtBWbbr2P355x89xz
263,Shape of My Heart,Backstreet Boys,96,79,57,-4,52,3:48,25,Pop,happy,https://lh3.googleusercontent.com/u/0/d/11G8Di9TvK5Lz7p6-9Zo_cj-EPJqeyTgV
264,Grenade,Bruno Mars,110,56,70,-7,25,3:45,15,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1uvC2gvJLivlJsw3XOLSsbr5qbKxytjFL
265,Risk It All,Bruno Mars,172,35,40,-10,27,3:30,50,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1AT5yuyusAP4KJ50TIVp8k8UszzibHoNv
266,Snooze,SZA,143,55,56,-7,39,3:23,14,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1HiL32DJFlaWIelS-CBGGgCQcu_ikvTv-
267,Pasukan Anti Prei,NDX A.K.A.,142,68,73,-8,72,4:30,61,Pop Jawa,relaxed,https://lh3.googleusercontent.com/u/0/d/1bckKt-hIHywySBUVqbf2KWmHXCSayqey
268,Buru-Buru,Mahalini,92,60,66,-6,71,3:42,78,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1uqb43dcVLWLVMOi_dTkxsEmgXI2t2ost
269,Company,Justin Bieber,95,80,56,-5,42,3:28,13,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1oDlfmk7JlMhEtTpEVxm4ohujhFses5ZN
270,Cidro,Didi Kempot,138,69,60,-8,81,5:17,51,Dangdut,sad,https://lh3.googleusercontent.com/u/0/d/1nuvkEtCNlgOwGD5MYNR8Jo8llpGil1gt
271,Pesan Terakhir,Lyodra,120,36,52,-9,14,4:21,43,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1P1a4wlFXm1BPAnos8B50Qxvnjbv3RvEP
272,Pelanggaran,Guyon Waton,130,56,61,-8,41,4:57,49,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1hUe3HCw7XGKfP3GybXeZKzPqLz4Lcub2
273,Paris in the Rain,LAUV,80,41,41,-9,53,3:25,77,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1wLp52SS6rvJP5BE5sw2-yqXDli9ij8DG
274,ex i never had,LANY,96,39,65,-7,63,3:21,31,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1E_dw8vxWCXIGNR-JZnTdpV4MviCUH0h9
275,Buruh Cod,Aftershine,140,73,67,-6,60,4:16,13,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1U3M_pw-0NkJHevdaVaOCixusDvrOcS31
276,Pejantan Tangguh,Sheila On 7,99,83,61,-6,90,3:27,8,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1f-SnYD926l50W3FZHYHYlzkP7YWwQDo4
277,Paman Tua,Nadin Amizah,115,38,44,-10,11,3:17,72,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1qVxE5orq9UV6RikL3tFEQ2wAkWrxHsAp
278,Close To You,Gracie Abrams,122,73,59,-8,36,3:46,3,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1HVEwFjTBn9mxeTDa_YmtopWPc2FF9L3o
279,Risk,Gracie Abrams,113,50,72,-6,56,3:11,51,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1JxTPysibbBfhJ7T8FKDiCxjZOc0E5A-T
280,love is embarrassing,Olivia Rodrigo,160,82,52,-4,62,2:34,0,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1xiPgTeLFoXdOfp6DVzxo0qD0xQZIjR_r
281,My Love Mine All Mine,Mitski,114,31,50,-15,12,2:18,87,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/15H2VZJGqp5s9_CA31JzDdo7het1ONZm4
282,Sepatu,Tulus,115,45,60,-8,35,3:43,69,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/15yzj_XifCx-fcZrTF5LropIUSgU_tv6V
283,Cause You Have To,LANY,161,50,45,-8,40,4:10,56,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1D8IQmipiF1ESf4P2e1Ms-GFhjNfNF-si
284,Take A Chance With Me,NIKI,94,42,63,-12,52,5:03,84,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/17G9xxpOOHdZ3P6PB8xPmUnNPXZJBTxKJ
285,Tutur Batin,Yura Yunita,73,33,58,-9,40,3:41,81,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1m6Pk_kbduZzfU23UipdDhvtUEMcNqGgd
